Keyword,Source,Author,Title,URL,Text,Published,compound score,negative score,positive score,neutral score
refugees,The Washington Post,Shibani Mahtani,'You're still my baby': Hong Kong mother pleas for son held in mainland China after desperate boat escape,https://www.washingtonpost.com/world/asia_pacific/hong-kong-12-arrests-china/2020/09/27/fcd90c02-fe26-11ea-b0e4-350e4e60cc91_story.html,"Li had his political awakening in 2014, as a participant in the Umbrella Movement. The 79-day street occupation failed in its goal of universal suffrage, but inspired a new generation of Hong Kongers… [+7830 chars]",2020-09-27T12:00:20Z,-0.1531,0.115,0.085,0.8
refugees,Politico,Matthew Choi,‘She’s telling us how to run our country’: Trump again goes after Ilhan Omar’s Somali roots,https://www.politico.com/news/2020/09/22/trump-attacks-ilhan-omar-420267,"The comment was one of the presidents many jabs suggesting that Omar is not an American. Going after her has become almost a staple of his campaign rallies, where he often focuses on her more than ot… [+992 chars]",2020-09-23T01:34:27Z,0.0,0.0,0.0,1.0
refugees,Politico,Matthew Choi,Trump at Minnesota rally: Biden will turn state into a 'refugee camp',https://www.politico.com/news/2020/09/18/trump-biden-will-turn-minnesota-into-a-refugee-camp-417900,"""These hardened criminals are back in their country where they can do all the complaining they want,"" Trump said. ""And your families are safer for it.""
The Trump administration has made stonewalling… [+3788 chars]",2020-09-19T01:32:08Z,0.0,0.0,0.0,1.0
refugees,Politico,Melanie Zanona,House Republicans release recommendations for China crackdown,https://www.politico.com/news/2020/09/30/house-republicans-release-china-crackdown-recommendations-423816,"House Minority Leader Kevin McCarthy said at a Wednesday news conference that he had been working for nearly eight months to assemble a bipartisan task force to address economic, technological, milit… [+2369 chars]",2020-09-30T18:22:55Z,0.0,0.0,0.0,1.0
refugees,Politico,Nancy Cook and Matthew Choi,"Trump basks in cheers of Minnesota rally, far from debate criticism",https://www.politico.com/news/2020/09/30/trump-debate-minnesota-rally-424308,"Last night I did what the corrupt media has refused to do, Trump said. I held Joe Biden accountable for his 47 years of lies, 47 years of betrayal and 47 years of failure. I held Joe accountable for … [+4625 chars]",2020-10-01T02:24:24Z,0.0516,0.193,0.207,0.6
refugees,Politico,Maya King and Laura Barrón-López,"Trump blames low-income people, minorities for 'ruining' suburbia",https://www.politico.com/news/2020/10/01/how-white-grievance-politics-informs-trumps-campaign-playbook-424590,"Speaking to a mostly white crowd in Duluth, Minnesota on Wednesday, Trump gave a shout-out to the suburbs, particularly women in the suburbs. He boasted he was the person to end an Obama-era fair hou… [+6609 chars]",2020-10-02T00:51:46Z,-0.4019,0.278,0.0,0.722
refugees,Politico,Nahal Toosi,The Trump foreign policies Biden might keep,https://www.politico.com/news/2020/09/21/trump-biden-foreign-policy-419130,"For the United States to be a trusted and credible international partner, we have to have greater consistency in our approach. We dont, and we havent for quite some time, said Heather Conley, an anal… [+13460 chars]",2020-09-21T08:30:38Z,0.0,0.0,0.0,1.0
refugees,Politico,By Anna Palmer and Jake Sherman,POLITICO Playbook: President Trump and Melania have Covid-19. What now?,https://www.politico.com/newsletters/playbook/2020/10/02/president-trump-and-melania-have-covid-19-what-now-490505,"Presented by Facebook
President Donald Trump and first lady Melania Trump will remain at home after being diagnosed with Covid-19. | Drew Angerer/Getty Images
DRIVING THE DAY
PRESIDENT DONALD TRUM… [+19287 chars]",2020-10-02T10:16:43Z,0.0,0.0,0.0,1.0
refugees,Politico,By Rebecca Rainey and Eleanor Mueller,Senate to vote on another aid package next week,https://www.politico.com/newsletters/weekly-shift/2020/10/14/senate-to-vote-on-another-aid-package-next-week-790974,"Editors Note: Weekly Shift is a weekly version of POLITICO Pros daily Employment &amp; Immigration policy newsletter, Morning Shift. POLITICO Pro is a policy intelligence platform that combines the n… [+11058 chars]",2020-10-14T14:00:59Z,0.0,0.0,0.0,1.0
refugees,Politico,"By Carla Marinucci, Jeremy B. White, Graph Massara and Mackenzie Hawkins",Presidential debate: CHAOS in CLEVELAND — ICE to launch targeted arrest campaign in CA — Covid-19 effects: DISNEY to lay off 28K — SCHWARZENEGGER funds voter ‘super centers’ — NEWSOM’s deadline: Sign or veto,https://www.politico.com/newsletters/california-playbook/2020/09/30/presidential-debate-chaos-in-cleveland-ice-to-launch-targeted-arrest-campaign-in-ca-covid-19-effects-disney-to-lay-off-28k-schwarzenegger-funds-voter-super-centers-newsoms-deadline-sign-or-veto-wine-country-fire-tragedies-anita-hills-hollywood-probe-490475,"Presented by DoorDash
THE BUZZ: It was chaos in Cleveland. A disaster. A dumpster fire. A train wreck.
Thats how the highly anticipated first presidential debate of 2020 will be remembered a disorg… [+19733 chars]",2020-09-30T13:14:58Z,-0.7804,0.196,0.0,0.804
refugees,USA Today,"USA TODAY, Kim Hjelmgaard, USA TODAY",Trump administration tightens H-1B visa restrictions for foreign workers,https://www.usatoday.com/story/news/2020/10/07/trump-tightens-h-1-b-visa-restrictions-foreign-workers/5906966002/,President Donald Trump signs an executive order to try to bring jobs back to American workers and revamp the H-1B visa guest worker program during a visit to the headquarters of tool manufacturer Sna… [+2329 chars],2020-10-07T11:59:43Z,0.0,0.0,0.0,1.0
refugees,USA Today,"USA TODAY, Deirdre Shesgreen, USA TODAY",Trump administration slashes refugee program amid president's campaign attacks on immigrants,https://www.usatoday.com/story/news/world/2020/10/01/trump-moves-slash-refugee-resettlement-amid-campaign-attacks/3574637001/,"Starting a new life in the United States is never easy for refugees. But doing it during a pandemic has created even more struggles, especially after the federal government cut off resettlement fundi… [+5522 chars]",2020-10-01T15:14:23Z,-0.5719,0.343,0.0,0.657
refugees,USA Today,"AP Domestic, AP",Today in History for September 16th,https://www.usatoday.com/videos/news/nation/2020/09/16/today-history-september-16th/5813171002/,,2020-09-16T03:21:22Z,0.0,0.0,0.0,1.0
refugees,USA Today,"AP Domestic, AP",Trump seeks rural votes in battleground Minnesota,https://www.usatoday.com/videos/news/nation/2020/09/19/trump-seeks-rural-votes-battleground-minnesota/5832604002/,,2020-09-19T01:21:17Z,-0.4019,0.31,0.0,0.69
refugees,USA Today,"USA TODAY, Jasmine Sanders, Opinion contributor","As my beautiful bayou home is ravaged by hurricanes, people of color become climate refugees",https://www.usatoday.com/story/opinion/voices/2020/09/18/climate-change-hurricane-laura-sally-louisiana-migrants-column/3478995001/,"Hurricanes Laura and Sally have ravaged an already-vulnerable Gulf Coast. And it is people of color who most often suffer as climate change migrants.
There is nothing quite like the smell of the bay… [+5271 chars]",2020-09-18T09:00:16Z,0.5994,0.0,0.218,0.782
refugees,USA Today,"USA TODAY, Nicquel Terry Ellis, USA TODAY",'Stand back and stand by': Rhetoric some call racist has marked Trump's entire presidency,https://www.usatoday.com/story/news/politics/elections/2020/10/13/hate-speech-common-theme-trumps-presidency/5873238002/,"President Donald Trump and Joe Biden clashed over COVID-19, crime and election integrity during the first presidential debate.
USA TODAY
President Donald Trump has undermined Black Lives Matter pro… [+9240 chars]",2020-10-13T12:00:13Z,-0.6124,0.235,0.0,0.765
refugees,USA Today,"Pensacola News Journal, Colin Warren-Hicks, Pensacola News Journal",Florida deputy uses resident's boat to save about 120 people trapped in Sally floodwaters,https://www.usatoday.com/story/news/nation/2020/09/18/florida-sally-flooding-deputy-saves-100-people-using-residents-boat/5829386002/,"In drone footage courtesy of Sam Perry, the extent of damage done to locations done in and around Pensacola can be seen from the air.
Wochit
PENSACOLA, Fla.  At the height of the flooding from Sall… [+7015 chars]",2020-09-18T21:01:24Z,-0.0516,0.183,0.172,0.645
refugees,USA Today,"USA TODAY, Todd Gitlin, Opinion contributor","First, stanch the Trump bleeding. Whatever progressives think of Biden, we can't sit out 2020.",https://www.usatoday.com/story/opinion/2020/09/21/vote-joe-biden-oust-trump-fight-for-progressive-reforms-column/5822465002/,"Take it from me, a lifelong leftist protester: Voting is not futile even if revolution is not on the ballot. A win is a chance to fight for reforms.
The United States of America is on life support. … [+5830 chars]",2020-09-21T12:36:12Z,0.0,0.0,0.0,1.0
refugees,USA Today,"USA TODAY, Suzette Hackney, USA TODAY",Honor Justice Ruth Bader Ginsburg by registering to vote and casting a ballot,https://www.usatoday.com/story/opinion/2020/09/22/honor-justice-ruth-bader-ginsburg-registering-vote-column/5851986002/,"President Donald Trump stumped for votes in rural Minnesota, predicting his Democratic opponent, Joe Biden, would terminate Trump's travel ban and settle more refugees in the North Star State. (Sept.… [+4524 chars]",2020-09-22T07:15:05Z,0.765,0.0,0.398,0.602
refugees,USA Today,"USA TODAY, Bart Jansen and Michael Collins, USA TODAY",Democrat Joe Biden arrives in Duluth to battle President Donald Trump for Minnesota's middle-class voters,https://www.usatoday.com/story/news/politics/elections/2020/09/18/joe-biden-donald-trump-minnesota-jobs-manufacturing/3491972001/,"Democratic Presidential candidate Joe Biden says the latest jobs report should not be a 'victory to be celebrated' by President Donald Trump while the coronavirus pandemic is on the rise. (July 2)
A… [+5289 chars]",2020-09-18T19:05:09Z,-0.3818,0.157,0.0,0.843
refugees,USA Today,"USA TODAY, Jill Lawrence, USA TODAY",Will Democrats grow backbones amid Trump-Republican rush to replace Ruth Bader Ginsburg?,https://www.usatoday.com/story/opinion/2020/09/19/ruth-bader-ginsburg-death-mcconnell-replacement-rush-column/5837974002/,"Most Americans didn't vote for Trump or the GOP Senate. The time has come to consider new states, more justices and 18-year Supreme Court term limits.
The lid is going to blow off the boiling pot at… [+7038 chars]",2020-09-19T17:36:05Z,0.0,0.0,0.0,1.0
refugees,USA Today,"USA TODAY, Rebecca Morin, USA TODAY",COVID-19 and health care have dominated the debates. But what about other key issues?,https://www.usatoday.com/story/news/politics/elections/2020/10/08/2020-debates-gun-immigration-marijuana-not-being-discussed/5922437002/,"WASHINGTON The coronavirus pandemic is at the top of mind for many voters, and it has been one of the main topics at both the first presidential debate and the only vice presidential debate this year… [+8083 chars]",2020-10-08T23:07:24Z,0.4939,0.0,0.198,0.802
refugees,USA Today,Kim Hjelmgaard,These countries quietly slid into authoritarianism. Should the US be concerned under Trump?,https://www.usatoday.com/story/news/world/2020/10/07/what-authoritarian-countries-can-tell-us-democracy-and-trump/3518563001/,"Dr. Golfo Alexopoulos of the University of South Florida explains the signs that could indicate a democracy is moving towards an authoritarian regime.
USA TODAY
Analysis: Experts both sound and qui… [+20846 chars]",2020-10-07T07:00:15Z,0.0,0.0,0.0,1.0
refugees,NBC News,Reuters,German police officers suspended for sharing pictures of Hitler,https://www.nbcnews.com/news/world/german-police-officers-suspended-sharing-pictures-adolf-hitler-n1240247,"DUESSELDORF, Germany - Twenty-nine police officers have been suspended in Germany for sharing pictures of Adolf Hitler and doctored depictions of refugees in gas chambers on their mobile phones, offi… [+1657 chars]",2020-09-16T18:46:38Z,-0.0772,0.24,0.217,0.543
refugees,NBC News,Claire Wang,Affirmative action debate ignores Asian American community college students,https://www.nbcnews.com/news/asian-america/affirmative-action-debate-ignores-asian-american-community-college-students-n1242201,"The November election has yet again thrust the Asian American community into the middle of a contentious affirmative action fight. This time, it's in California, with Proposition 16, a statewide ball… [+6863 chars]",2020-10-08T13:34:21Z,-0.2732,0.208,0.0,0.792
refugees,NBC News,Jo Ling Kent and David Ingram,Facebook removes Trump ads with baseless claims,https://www.nbcnews.com/tech/tech-news/facebook-removes-trump-ads-refugees-covid-19-n1241602,"Facebook said Wednesday that it had taken down ads from the Trump campaign that claimed without evidence that accepting refugees from abroad would increase risks related to the coronavirus pandemic.… [+1041 chars]",2020-09-30T19:31:06Z,0.0,0.0,0.0,1.0
refugees,NBC News,Abigail Williams and Saphora Smith,Trump plans to slash refugee admissions to U.S. to a record low,https://www.nbcnews.com/news/us-news/trump-plans-slash-refugee-admissions-u-s-record-low-n1241672,"The Trump administration has proposed to further slash the number of refugees admitted to the United States in the coming fiscal year to a record low.
The administration intends to admit up to 15,00… [+3706 chars]",2020-10-01T13:10:53Z,-0.4939,0.318,0.0,0.682
refugees,NBC News,Seth Shostak,An unexpected discovery on Venus is a potential game changer for alien hunters,https://www.nbcnews.com/think/opinion/alien-life-venus-phosphine-gas-discovery-potential-game-changer-ncna1240273,"It could be atmospheric chemistry. Or pollution from unseen volcanoes. But there's a chance a not insignificant chance that scientists have made the first clear discovery of life beyond Earth.
Resea… [+5207 chars]",2020-09-17T17:09:05Z,0.0,0.0,0.0,1.0
refugees,NBC News,Diep Tran,How one chocolatier pivoted during pandemic,https://www.nbcnews.com/news/asian-america/how-one-chocolatier-pivoted-during-pandemic-putting-own-spin-mooncakes-n1241713,Chocolatier Wendy Lieu has been making a lot of mooncakes in preparation for the Mid-Autumn Festival on Thursday. But hers arent the typical baked pastry with a sweet or savory filling. Lieu's are ma… [+5500 chars],2020-10-01T21:36:41Z,0.0,0.0,0.0,1.0
refugees,NBC News,Kimmy Yam,"Asian American voters support Biden at 54% and Trump at 30%, but numbers don't tell full story",https://www.nbcnews.com/news/asian-america/asian-american-voters-support-biden-54-trump-30-numbers-don-n1240263,"With less than two months until the presidential election, Asian American and Pacific Islander voters are favoring Democratic candidate Joe Biden, according to a survey published Tuesday that examine… [+6756 chars]",2020-09-16T22:57:49Z,0.2144,0.0,0.104,0.896
refugees,NBC News,Victoria Namkung,First Asian American Pulitzer board member on how his new role transcends literature,https://www.nbcnews.com/news/asian-america/viet-thanh-nguyen-1st-asian-american-pulitzer-board-member-how-n1240844,"Viet Thanh Nguyen's life changed when he won the Pulitzer Prize for fiction in 2016 for his startling debut novel, ""The Sympathizer."" In recent years, Nguyen, the hypervisible Aerol Arnold Chair of E… [+6254 chars]",2020-09-29T16:03:01Z,0.0,0.0,0.0,1.0
refugees,NBC News,Chuck Todd and Mark Murray and Carrie Dann and Melissa Holzberg,Biden outspent Trump $153 million to $57 million on ads in a single month,https://www.nbcnews.com/politics/meet-the-press/biden-outspent-trump-153-million-57-million-ads-single-month-n1241681,"WASHINGTON Weve told you how Joe Biden passed President Trump in the money race. Now lets show you how Biden is spending his money and how Trump isnt, at least over the advertising airwaves.
In the … [+4688 chars]",2020-10-01T12:58:00Z,0.0,0.0,0.0,1.0
refugees,NBC News,Alasdair Lane and Adela Suliman,'A crisis of humanity': Migrants take on treacherous journey from France to Britain,https://www.nbcnews.com/news/world/crisis-humanity-migrants-take-treacherous-journey-france-britain-n1239652,"LONDON Clad head to toe in newly bought all-black clothes that held no scent, as instructed by the smugglers who bundled him into the back of a truck, this is how Md Mominul Hamid's life in Britain b… [+7182 chars]",2020-09-20T08:30:23Z,-0.6249,0.255,0.0,0.745
refugees,NBC News,Kimmy Yam,Kamala Harris and a history of trying to define 'Asian American',https://www.nbcnews.com/news/asian-america/kamala-harris-history-trying-define-asian-american-n1242200,"The identity of Sen. Kamala Harris, who will debate Vice President Mike Pence on Wednesday, is part of a long discussion of who gets to be considered Asian American and who is too often left out of t… [+10950 chars]",2020-10-06T19:40:44Z,0.0,0.0,0.0,1.0
refugees,NBC News,Janelle Griffith,Colorado officer who pointed gun at doctor's head on his own property suspended 1 week,https://www.nbcnews.com/news/us-news/colorado-officer-who-pointed-gun-doctor-s-head-his-own-n1240336,"A police officer in Aurora, Colorado, who pointed a gun at an Indian American doctor trying to park at a refugee center he owns and operates has been suspended for 40 hours without pay.
Officer Just… [+6079 chars]",2020-09-17T21:26:00Z,-0.6705,0.314,0.0,0.686
refugees,NBC News,NBCNews.com,Pompeo defends Trump administration's record on human rights in China,https://www.nbcnews.com/video/pompeo-defends-trump-administration-s-record-on-human-rights-in-china-92845637903,,2020-09-30T13:07:24Z,0.0,0.0,0.0,1.0
refugees,NBC News,Suzanne Gamboa and Carmen Sesin and Marianna Sotomayor,"Puerto Rican voters, battered by crisis, could be pivotal for Biden in Florida",https://www.nbcnews.com/news/latino/puerto-rican-voters-battered-crisis-could-be-pivotal-biden-florida-n1240145,"MIAMI Jimmy Torres, who hosts the Boricua Action Network radio program in Kissimmee, Florida, said hes voting for Joe Biden because under the Trump administration, the country with the largest milita… [+7102 chars]",2020-09-15T18:39:24Z,-0.6249,0.255,0.0,0.745
refugees,NBC News,Chuck Todd and Mark Murray and Carrie Dann and Melissa Holzberg,Trump's 'rigged' election talk is more dangerous than it was four years ago,https://www.nbcnews.com/politics/meet-the-press/trump-s-rigged-election-talk-more-dangerous-it-was-four-n1240113,"WASHINGTON President Donald Trump has talked about the upcoming presidential election in conspiratorial and often violent ways, as liberal New York Times columnist Jamelle Bouie notes.
I am going to… [+8294 chars]",2020-09-15T12:37:37Z,-0.5256,0.22,0.0,0.78
refugees,NBC News,Suzanne Gamboa,"Progressive groups mobilize Latino voters in N.C. by tapping culture, youth",https://www.nbcnews.com/news/latino/progressive-groups-mobilize-latino-voters-north-carolina-tapping-culture-youth-n1240297,"In North Carolina, 2020 election mailers sent by progressive political groups to Latinos have become hot collectors' items.
The mailers were created by four political groups trying to bolster Latino… [+9221 chars]",2020-09-17T18:38:39Z,0.0,0.0,0.0,1.0
refugees,MSNBC,MSNBC.com,"Cornell Belcher on the president's message: 'Without racism, the emperor has no clothes'",https://www.msnbc.com/deadline-white-house/watch/cornell-belcher-on-the-president-s-message-without-racism-the-emperor-has-no-clothes-92968517602,,2020-10-01T22:56:11Z,0.2718,0.133,0.2,0.667
refugees,MSNBC,MSNBC.com,Trump allies voice concern after debate performance,https://www.msnbc.com/way-too-early/watch/trump-allies-voice-concern-after-debate-performance-92918853914,,2020-10-01T10:25:39Z,0.0,0.0,0.0,1.0
refugees,Fox News,Danielle Wallace,"German police officers suspended over pro-Nazi photos, doctored images of refugees in gas chambers",https://www.foxnews.com/world/german-police-suspended-adolf-hitler-nazi-refugees-gas-chambers,At least 29 police officers in western Germany have been suspended pending an ongoing investigation for allegedly exchanging photos of former Nazi leader Adolf Hitler and doctored images depicting re… [+2474 chars],2020-09-17T18:21:01Z,-0.4767,0.193,0.0,0.807
refugees,Fox News,Maxim Lott,Refugees from socialist countries warn Americans: Don't let it happen here,https://www.foxnews.com/politics/refugees-from-socialism-warn-americans-dont-let-it-happen-here,"One of the most memorable moments from the Republican National Convention came when Cuban-born Maximo Alvarez cautioned Americans against creeping socialism. 
“I’ve seen movements like this before,”… [+8213 chars]",2020-09-15T19:07:23Z,-0.1027,0.123,0.0,0.877
refugees,Fox News,Caitlin McFall,"Biden has immigrants, advocates hoping for reversal of Trump's border policies",https://www.foxnews.com/politics/biden-has-immigrants-advocates-hoping-for-reversal-of-trumps-border-policies,"Immigration advocates and even some Central Americans mulling entering the U.S. are reportedly rooting hard for a Joe Biden victory in November, encouraged by the Democratic nominee's pledge to disma… [+2621 chars]",2020-10-10T05:34:33Z,0.4215,0.0,0.219,0.781
